stdID,mid-term,final,faculty,department
std982,85,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std983,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std984,75,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std985,90,84,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std986,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std987,100,84,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std988,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std989,100,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std990,85,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std991,85,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std992,100,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std993,80,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std994,90,88,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std995,80,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std996,90,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std997,90,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std998,80,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std999,90,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1000,80,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1001,80,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1002,80,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1003,90,84,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1004,55,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1005,100,40,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1006,65,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1007,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1008,100,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1009,100,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1010,100,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1011,85,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1012,80,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1013,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1014,85,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1015,45,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1016,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1017,85,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1018,100,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1019,80,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1020,80,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1021,85,44,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1022,65,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1023,55,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1024,100,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1025,100,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1026,45,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1027,45,44,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1028,90,80,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1029,75,70,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1030,90,40,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1031,90,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1032,80,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1033,70,60,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1034,85,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1035,70,55,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1036,75,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1037,85,48,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1038,75,52,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1039,35,77,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1040,50,72,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1041,70,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1042,50,28,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1043,95,76,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1044,100,40,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1045,90,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1046,70,68,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1047,100,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1048,100,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1049,90,84,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1050,100,56,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1051,70,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1052,90,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Siyaset Bilimi ve Kamu Yönetimi
std1053,85,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Uluslararası İlişkiler (%30 İngilizce)
std1054,25,28,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Uluslararası İlişkiler (%30 İngilizce)
std1055,70,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Uluslararası İlişkiler (%30 İngilizce)
std1056,55,66,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Uluslararası İlişkiler (%30 İngilizce)
std1057,20,24,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Uluslararası İlişkiler (%30 İngilizce)
std1058,80,64,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,Uluslararası İlişkiler (%30 İngilizce) (İÖ)
std1059,100,88,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1060,100,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1061,50,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1062,65,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1063,75,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1064,65,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1065,95,60,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1066,70,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1067,80,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1068,95,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1069,90,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1070,50,92,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1071,100,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1072,100,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1073,45,70,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1074,75,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1075,85,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1076,75,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1077,80,56,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1078,90,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1079,90,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1080,80,60,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1081,90,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1082,100,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1083,60,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1084,100,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1085,80,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1086,55,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1087,100,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1088,100,84,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1089,85,48,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1090,85,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1091,80,60,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1092,70,56,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1093,100,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1094,100,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1095,100,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1096,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1097,80,52,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1098,70,56,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1099,80,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1100,65,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1101,100,84,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1102,100,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1103,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1104,100,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1105,90,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1106,70,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1107,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1108,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1109,50,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1110,85,56,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1111,35,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1112,65,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1113,60,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1114,20,87,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1115,35,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1116,75,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1117,35,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1118,30,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1119,35,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1120,80,88,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1121,75,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Bilgisayar Mühendisliği
std1122,100,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1123,80,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1124,100,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1125,50,84,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1126,50,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1127,75,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1128,55,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1129,80,56,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1130,80,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1131,100,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1132,85,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1133,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1134,65,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1135,10,24,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1136,20,88,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1137,45,70,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1138,30,84,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1139,10,16,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1140,60,72,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1141,80,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1142,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Elektrik Elektronik Mühendisliği
std1143,100,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1144,90,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1145,55,48,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1146,80,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1147,100,68,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1148,100,60,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1149,100,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1150,35,24,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1151,25,84,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1152,40,75,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1153,55,75,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1154,30,80,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1155,40,20,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1156,35,24,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1157,65,65,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1158,75,60,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,İnşaat Mühendisliği
std1159,65,64,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1160,40,24,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1161,55,24,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1162,55,70,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1163,40,76,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1164,40,75,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1165,60,60,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği
std1166,85,44,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,Makine Mühendisliği (İÖ)
std1167,68,65,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Halı-Kilim ve Eski Türk Kumaşları
std1168,72,60,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Halı-Kilim ve Eski Türk Kumaşları
std1169,96,90,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Halı-Kilim ve Eski Türk Kumaşları
std1170,56,80,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1171,76,50,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1172,92,80,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1173,88,75,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1174,52,92,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1175,52,94,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1176,76,100,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1177,68,93,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1178,60,94,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1179,100,90,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1180,76,85,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1181,64,70,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1182,64,70,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1183,68,94,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1184,76,85,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1185,76,75,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1186,60,80,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1187,72,75,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1188,72,55,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1189,60,70,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1190,52,80,NEŞET ERTAŞ GÜZEL SANATLAR FAKÜLTESİ,Müzik
std1191,79,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1192,85,67,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1193,73,57,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1194,82,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1195,76,70,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1196,82,66,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1197,50,70,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1198,62,65,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1199,70,68,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1200,54,70,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1201,70,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1202,76,58,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1203,74,61,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1204,62,76,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1205,76,76,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1206,70,65,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1207,82,80,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1208,70,64,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1209,67,65,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1210,71,68,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1211,76,70,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1212,64,85,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1213,65,63,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1214,61,53,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1215,70,70,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1216,71,76,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1217,85,74,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1218,55,67,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1219,57,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1220,70,64,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1221,67,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1222,70,73,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1223,82,63,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1224,70,64,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1225,58,76,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1226,77,67,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1227,73,67,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1228,79,76,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1229,54,85,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1230,79,80,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1231,64,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1232,50,67,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1233,62,79,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1234,67,47,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1235,62,64,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1236,75,74,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1237,73,55,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1238,50,68,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1239,73,61,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1240,60,54,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1241,48,76,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1242,76,67,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
std1243,88,73,İSLAMİ İLİMLER FAKÜLTESİ,İslami İlimler
